reviewer,ratings,tilte,review_link,review_date_place,variant_name,variant_link,verified,review_body,helpful,review_comments
Vivek,3.0 out of 5 stars,Sennheiser disappointed with the product but delighted with the after sales support!,https://www.amazon.in/gp/customer-reviews/R17R9V37ZHV1FF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 18 February 2019,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"I would have given 2 stars to the product has it not been for Sennheiser's after sales support.The product build quality is not great and it developed wrinkles at multiple place with normal usage. The wire length got reduced drastically after the wire twisted from several places. Even the music was not extraordinary but it was definitely decent.However, the mic and earphones were good if you compare it to other brands, just that it did not meet the high expectations one normally associates with Sennheiser. One of the earpieces stopped working 5 months after purchase. But a big THANKS to the best after sales support of Sennheiser, the product was replaced in 5 minutes with no questions asked!Kudos to Sennheiser to have such a customer friendly attitude and have such warranty policies which are actually there to help customers and not bog them down with questions and procedures.I will buy Sennheiser again despite this product being average given its cost because I am not afraid that my product might be faulty or develop a fault.Verdict - Buy this product for the decent sound with a great mic and the promise of Sennheiser. Audiophiles can look for other options!",13 people found this helpful,0
vandan bhardwaj,4.0 out of 5 stars,Great sounding earphones with one shortcoming,https://www.amazon.in/gp/customer-reviews/R3EOQSXVUTD5E4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 24 October 2018,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Let me get this straight, the sound from these is amazing. The highs and mids are clear and the low bass end is great. Recommended for bass heads. Fit is comfortable and they don't fall off from the ears.Now the shortcoming, these earphones are not durable. The wire is very thin as compared to other earphones. In the unit I received, sound from the right ear piece had reduced to half after only 3 months of use. But as Sennheiser gives 2 years of warranty, they replaced the earphones without asking any questions. Right now using the replacement ones and they've been working great.",18 people found this helpful,0
Sharmin Damania,5.0 out of 5 stars,"best sound quality,great at noise cancellation",https://www.amazon.in/gp/customer-reviews/R1IVDESC3LW2E3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 6 February 2019,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"I have been using these headphones for over a year now and there is zero complain on it. the bass of the sound is perfect even the 4D sounds are really cool you can hear them really well. The product comes with three ear buds in different sizes so you can select the one which fits your ear properly. the noise cancellation it is awesome once plugged into your ears it cancels out the sound from out completely and it detangles easily, has a long wire, the microphones are good to communicate hence one could not ask better from earphones.",14 people found this helpful,0
Yogesh,5.0 out of 5 stars,Amazing product 😍😍😍,https://www.amazon.in/gp/customer-reviews/R384XWS9EWHQF6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 14 March 2019,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,This is one of the best product at this price point. The sound quality is just amazing. Loved it. Treble is on point. Bass is powerful. Mids are balanced. Overall a joy to hear music in these earphones.Build quality is also very good. Using for around 6 months. No problem whatsoever.I would strongly recommend senheiser over other manufacturers.,14 people found this helpful,0
ANURAG,2.0 out of 5 stars,Extremely overrated product with low-fi sound,https://www.amazon.in/gp/customer-reviews/R326RQIJFOZJXN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 6 May 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Coming from a Sony mdr ex150 to this one. These are 6dB louder than the sonys. But while listening, it feels like I am listening to 96kbps mp3s. There is also a certain graininess (must be some distortion) in voices that is totally absent from the Sony.Headphone emphasizes tones around 100Hz and 4kHz. But at the cost of real treble, lower mids and subbass. Unlike Sony, bass here is about quantity and not quality. It is loose, distorted and does not go as low. Granted, all cheap earphones cut sharply above 15kHz, but I was expecting some sparkle in 6-10kHz range; even that is missing here, making the sound signature extremely lo-fi.Comfort is much inferior to Sony and Panasonic ones due to large diameter drivers used in this product. If only they were any good apart from increased sensitivity! Stay away unless you are middle aged/old person with age related hearing loss.",9 people found this helpful,0
Matruprasad Chand,4.0 out of 5 stars,"Great sound, mediocre built",https://www.amazon.in/gp/customer-reviews/R10KJ2XK4AC4NB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 17 December 2018,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Sennheiser are known for their great studio grade sound quality with a flat EQ, and this pair is no different. I really love the sound quality of these headphones, it is full with equal emphasis on the lows, mids and highs without any artificial bass boosting. You get a flat sound which makes this pair really versatile. It is great for movie watching and voice calls. The mic is great. Everyone I called using this pair said I sounded clear with no distortions. Also these come with 2 years warranty which is very nice to have.Now let's get to the cons, and as usual its the built quality. The wires are thin and made up of flimsy looking rubber. I have seen braided cables in headphones much cheaper than this. I would have loved Sennheiser to at least give some quality materials, because you have to really take care or else I feel the wires will break. Also the mic button feels cheap.Overall, this is a great pair of headphones for anyone looking for rich and clear sound. If you like bass, something from Sony would be better for you.",9 people found this helpful,0
JOELGRG3,4.0 out of 5 stars,Quality Headphone at a reasonable price,https://www.amazon.in/gp/customer-reviews/R11T0PGC5PSOYG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 19 September 2018,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"This is the second time I am purchasing this product. To be frank I am happy with the quality of this headphone, obviously brand itself hails it's fame. The L joint for the connection with phone jack is supreme as this design reduces the risk of wire breaking at joint. The only drawback that can be highlighted is this earphone does not come with a build-in mic. While making calls it becomes difficult for the receiver to hear us properly. If you are looking for a good quality earphone with mic you can consider using http://amzn.in/d/8AcMnWn of the same make. For those who enjoy music over phone calls go for this earphone. :}",11 people found this helpful,0
Kephalian,1.0 out of 5 stars,Better buy headphone on street than this cheap plastic and poor bass excuse of a headphone.,https://www.amazon.in/gp/customer-reviews/R1J54ZB6Q0ORUT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 4 March 2018,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,Poor sound quality with no mic. Build Quality is not better than 30 rupees headphone brought from a railway platform. Sound quality is worst.Really nothing good here.,20 people found this helpful,2
Anup,1.0 out of 5 stars,One earbud stopped working,https://www.amazon.in/gp/customer-reviews/R14N1MAA6IH9FL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 26 November 2018,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"I am writing this review after using almost 1 yr of the headphones, i was quite happy with the sound quality but the build quality and strength of the product is very bad. Suddenly my right ear bud stopped working, i have read the reviews for this product and found this issue is the common issue with this product. My request to manufacture organisation is to please concentrate on this part of loopwhole with the well known brand.",15 people found this helpful,0
V MAHAJAN,5.0 out of 5 stars,My All Time Fav Earphones,https://www.amazon.in/gp/customer-reviews/RHMSA8ENO0I2M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 5 September 2019,Style name: CX 275s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B008V6T1IW/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"This is my second set of Sennheiser earphones.My previous set lasted for 4 years that too was working fine till date .The only issue i faced before buying a new one was that the cable tore near the headphone jack which resulted in disconnection of audio at intervals while using it.PROS---* It comes with an international warranty of 2-years.* A good quality Storage pouch with Sennheiser logo over it is also there in the package to keep them safe while not in use.* Package contains 3 different size ear adaptors to fit your ear canal for superior sound.This is the best feature i loved about these earphones. The earplugs doesn't drop even if you sleep on with them .* Moreover your ear drums doesn't pain if you even put them on for longer duration .* It works fine with most of the smartphones without any compatibility issues .* These are the best headphones i have ever used till date in terms of audio performance ,speaker system and bass .I am set for another 4 years or maybe more and would love to buy them again n again.CONS---* The only issue is with the wire ,its too delicate . If it has a solid wire on the outer side the earphones will last for few more years before you feel the need to buy new ones.* I feel them a bit pricey. If you can get them in a deal for around Rs 1000 that would be the best suitable price for them.",7 people found this helpful,0
Karan,4.0 out of 5 stars,Lovelier than love itself,https://www.amazon.in/gp/customer-reviews/R2FSLPIAJDOEJL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 4 October 2018,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"They were my goto headphones in 2016 and worked perfectly till 2017 when someone stole them in my office. If I talk about the sound, its not very bassy since they are made to suit the masses however it's not like it lacks bass altogether. Quality of the cable is awesome and they are not easily breakable too. Have upgraded from these now but I would surely love to pick another pair of these as standby at any given point of time.",9 people found this helpful,0
Rasil Khan,1.0 out of 5 stars,Don't buy this!!! Product description don't match with actual product.,https://www.amazon.in/gp/customer-reviews/R9S5MQGKGYPXW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 19 February 2020,Style name: CX 80s,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B083T5G5PM/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,"Better to go with street 180 if you are one of the Sennheiser lover,This EX 80s is totally bad,At First i have replace the product because of there is no such drivers in the earphones that can produce bass, when I have another new product that's also sounds same 😒atleast they can give street 180 quality that will satisfied me. Since my street 180 lost and I was wondering to have a good earphones with mic so i go for this, because it's a new lunch product so i was expected premium quality sounds at this price.Product description don't match with actual product.",8 people found this helpful,1
Shashank chouhan,3.0 out of 5 stars,Disappointed but not sad,https://www.amazon.in/gp/customer-reviews/R1C9173YNWM0YI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00D75AB6I,Reviewed in India on 26 September 2019,Style name: CX 180,https://www.amazon.in/Sennheiser-CX-180-Street-II/product-reviews/B00D75AB6I/ref=cm_cr_arp_d_rvw_fmt?ie=UTF8&formatType=current_format,Verified Purchase,The sound quality is awesome.Highs and lows are incomparable with other brands.no one can beat this earphone inthat segmentClarity and loudness are amazing.Noise cancellation is best i have ever noticed in this price range. You can hear all beats even in the loudest places and heavy traffics even driving at high speeds.Sound comes clear and loud and every beat can be listenSome people complaining about distortion at high volume but it think this is phone or gadgets software problem.In my s9 with dolby atmos on its absolutely pleasure to listen any music at high volume or even full volume.Everything is clear and loud.Not now consBass quality is just average and i am very disaapointed that my mi basic earphone(just 400rs) bass is very deep and this 800rs headset bass is just average not worthy at all.Any body who likes to listen clear and loud music with excellent noise cancellation then this is by far the best earphones but those who like deep bass dont waste your money here go for mi or boat they have really deep bass,5 people found this helpful,0
